sport,sport_type,sport_location,city,region,latitude,longitude
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,villeray-saint-michel-parc-extension,,
recreational,multi-sport,piscine extérieure,montréal,mercier-hochelaga-maisonneuve,,
recreational,multi-sport,basketball,montréal,montréal-nord,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu combiné,montréal,l'île-bizard-sainte-geneviève,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 4-5,montréal,mercier-hochelaga-maisonneuve,,
outdoor,multi-sport,sentier pédestre,montréal,ahuntsic-cartierville,,
leisure and relaxation,multi-sport,ciné-parc,montréal,saint-léonard,,
sports,multi-sport,soccer à 7,montréal,rosemont-la petite-patrie,,
leisure and relaxation,multi-sport,bocce,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,lasalle,,
recreational,multi-sport,basketball,montréal,pierrefonds-roxboro,,
sports,multi-sport,soccer / football,montréal,le sud-ouest,,
sports,multi-sport,golf,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,piscine extérieure,montréal,lasalle,,
sports,multi-sport,balle,montréal,lachine,,
recreational,multi-sport,patinoire sans bandes,montréal,verdun,,
recreational,multi-sport,basketball,montréal,saint-laurent,,
leisure and relaxation,multi-sport,aire de glissade,montréal,outremont,,
sports,multi-sport,balle,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 7,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,balle,montréal,saint-léonard,,
leisure and relaxation,multi-sport,pétanque,montréal,mercier-hochelaga-maisonneuve,,
leisure and relaxation,multi-sport,ping-pong,montréal,le plateau-mont-royal,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,le plateau-mont-royal,,
sports,multi-sport,soccer à 7,montréal,villeray-saint-michel-parc-extension,,
leisure and relaxation,multi-sport,fer / galet,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,jeux d'eau,montréal,saint-laurent,,
sports,multi-sport,mini-tennis,montréal,le sud-ouest,,
recreational,multi-sport,jeux d'eau,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,belvédère,montréal,ville-marie,,
recreational,multi-sport,patinoire sans bandes,montréal,le plateau-mont-royal,,
sports,multi-sport,piste d'athlétisme (400m) et équipements,montréal,anjou,,
sports,multi-sport,soccer à 4-5,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ville-marie,,
leisure and relaxation,multi-sport,anneau / rond de glace,montréal,villeray-saint-michel-parc-extension,,
recreational,multi-sport,pataugeoire,montréal,montréal-nord,,
recreational,multi-sport,patinoire sans bandes,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire avec bandes,montréal,verdun,,
sports,multi-sport,soccer / football,montréal,pierrefonds-roxboro,,
sports,multi-sport,soccer à 7,montréal,villeray-saint-michel-parc-extension,,
outdoor,multi-sport,aire de pique-nique,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,balle,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,verdun,,
sports,multi-sport,balle,montréal,le plateau-mont-royal,,
recreational,multi-sport,patinoire 4 saisons,montréal,pierrefonds-roxboro,,
sports,multi-sport,soccer à 7,montréal,le plateau-mont-royal,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,outremont,,
recreational,multi-sport,volleyball de plage,montréal,lachine,,
recreational,multi-sport,pataugeoire,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire réfrigérée / basketball,montréal,côte-des-neiges-notre-dame-de-grâce,,
outdoor,multi-sport,sentier pédestre,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
sports,multi-sport,tennis,montréal,lachine,,
outdoor,multi-sport,sentier de ski de fond,montréal,l'île-bizard-sainte-geneviève,,
sports,multi-sport,soccer à 7,montréal,montréal-nord,,
recreational,multi-sport,patinoire avec bandes,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,anjou,,
recreational,multi-sport,jeux d'eau,montréal,verdun,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le plateau-mont-royal,,
leisure and relaxation,multi-sport,grotte souterraine,montréal,saint-léonard,,
outdoor,multi-sport,sentier de raquette,montréal,l'île-bizard-sainte-geneviève,,
playground - children,multi-sport,aire de jeu combiné,montréal,l'île-bizard-sainte-geneviève,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,anjou,,
sports,multi-sport,soccer à 11,montréal,ahuntsic-cartierville,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,pierrefonds-roxboro,,
sports,multi-sport,balle,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,pétanque,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,anjou,,
outdoor,multi-sport,sentier de raquette,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,bocce,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le plateau-mont-royal,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,villeray-saint-michel-parc-extension,,
sports,multi-sport,soccer à 4-5,montréal,anjou,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,l'île-bizard-sainte-geneviève,,
leisure and relaxation,multi-sport,pétanque,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,balle,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,patinoire sans bandes,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,balle,montréal,le sud-ouest,,
sports,multi-sport,tennis,montréal,verdun,,
recreational,multi-sport,patinoire sans bandes,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,patinoire sans bandes,montréal,outremont,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ville-marie,,
sports,multi-sport,balle,montréal,mercier-hochelaga-maisonneuve,,
outdoor,multi-sport,étang / lac,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,lasalle,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,jeux d'eau,montréal,côte-des-neiges-notre-dame-de-grâce,,
outdoor,multi-sport,sentier de ski de fond,montréal,lachine,,
sports,multi-sport,golf,montréal,rosemont-la petite-patrie,,
leisure and relaxation,multi-sport,pétanque,montréal,saint-laurent,,
sports,multi-sport,tennis,montréal,lachine,,
outdoor,multi-sport,sentier de ski de fond,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,montréal-nord,,
sports,multi-sport,balle,montréal,verdun,,
sports,multi-sport,tennis,montréal,saint-laurent,,
sports,multi-sport,tennis,montréal,verdun,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,verdun,,
recreational,multi-sport,pataugeoire,montréal,ahuntsic-cartierville,,
recreational,multi-sport,basketball,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 9,montréal,lachine,,
recreational,multi-sport,piscine extérieure,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,soccer à 7,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,montréal-nord,,
sports,multi-sport,soccer à 11,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,soccer à 7,montréal,rivière-des-prairies-pointe-aux-trembles,,
leisure and relaxation,multi-sport,pétanque,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,anjou,,
sports,multi-sport,balle,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 11,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,saint-léonard,,
sports,multi-sport,tennis,montréal,anjou,,
outdoor,multi-sport,quai,montréal,verdun,,
recreational,multi-sport,basketball,montréal,lachine,,
recreational,multi-sport,jeux d'eau,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,villeray-saint-michel-parc-extension,,
sports,multi-sport,soccer sous-terrain à 7,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,mercier-hochelaga-maisonneuve,,
recreational,multi-sport,patinoire avec bandes,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,volleyball de plage,montréal,lasalle,,
leisure and relaxation,multi-sport,aire de glissade,montréal,saint-léonard,,
sports,multi-sport,soccer à 7,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,le plateau-mont-royal,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,piste d'athlétisme (400m) et équipements,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,pierrefonds-roxboro,,
sports,multi-sport,balle,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,soccer à 4-5,montréal,ahuntsic-cartierville,,
recreational,multi-sport,patinoire sans bandes,montréal,outremont,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,lasalle,,
recreational,multi-sport,basketball,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,tennis,montréal,villeray-saint-michel-parc-extension,,
sports,multi-sport,soccer sous-terrain à 7,montréal,lachine,,
recreational,multi-sport,jeux d'eau,montréal,mercier-hochelaga-maisonneuve,,
outdoor,multi-sport,abri soleil,montréal,saint-laurent,,
leisure and relaxation,multi-sport,pétanque,montréal,rosemont-la petite-patrie,,
sports,multi-sport,soccer à 7,montréal,saint-laurent,,
leisure and relaxation,multi-sport,scène,montréal,mercier-hochelaga-maisonneuve,,
outdoor,multi-sport,aire de pêche autorisée,montréal,pierrefonds-roxboro,,
outdoor,multi-sport,aire de pique-nique,montréal,saint-laurent,,
outdoor,multi-sport,sentier pédestre,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,piscine extérieure,montréal,lachine,,
sports,multi-sport,balle,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
recreational,multi-sport,piscine extérieure,montréal,ahuntsic-cartierville,,
recreational,multi-sport,jeux d'eau,montréal,lasalle,,
sports,multi-sport,golf,montréal,l'île-bizard-sainte-geneviève,,
recreational,multi-sport,volleyball de plage,montréal,le sud-ouest,,
sports,multi-sport,soccer à 7,montréal,montréal-nord,,
sports,multi-sport,soccer à 11,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,montréal-nord,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,saint-léonard,,
sports,multi-sport,soccer à 11,montréal,lasalle,,
recreational,multi-sport,jeux d'eau,montréal,lasalle,,
sports,multi-sport,soccer à 7,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ville-marie,,
recreational,multi-sport,patinoire 4 saisons,montréal,lachine,,
outdoor,multi-sport,abri soleil,montréal,rosemont-la petite-patrie,,
leisure and relaxation,multi-sport,pétanque,montréal,le sud-ouest,,
leisure and relaxation,multi-sport,bocce,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ahuntsic-cartierville,,
recreational,multi-sport,piscine extérieure,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ville-marie,,
recreational,multi-sport,jeux d'eau,montréal,lachine,,
leisure and relaxation,multi-sport,bocce,montréal,villeray-saint-michel-parc-extension,,
recreational,multi-sport,basketball,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ahuntsic-cartierville,,
outdoor,multi-sport,sentier pédestre,montréal,ahuntsic-cartierville,,
recreational,multi-sport,patinoire sans bandes,montréal,villeray-saint-michel-parc-extension,,
leisure and relaxation,multi-sport,pétanque,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,soccer à 7,montréal,montréal-nord,,
outdoor,multi-sport,sentier de ski de fond,montréal,lachine,,
recreational,multi-sport,patinoire avec bandes,montréal,verdun,,
recreational,multi-sport,patinoire sans bandes,montréal,côte-des-neiges-notre-dame-de-grâce,,
leisure and relaxation,multi-sport,scène,montréal,saint-laurent,,
outdoor,multi-sport,quai,montréal,rivière-des-prairies-pointe-aux-trembles,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,pierrefonds-roxboro,,
sports,multi-sport,balle,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire avec bandes,montréal,pierrefonds-roxboro,,
recreational,multi-sport,jeux d'eau,montréal,ville-marie,,
sports,multi-sport,balle,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,basketball,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,saint-laurent,,
